measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,554,New Mexico,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1991,69.12278869,74.48957813,63.87388074
1,Deaths,539,Kansas,3,Both,13,40 to 44,718,Self-harm,1,Number,1991,27.19360405,30.73589857,23.92201518
1,Deaths,539,Kansas,3,Both,14,45 to 49,718,Self-harm,1,Number,1991,23.3717763,26.89375143,20.36471919
1,Deaths,539,Kansas,3,Both,15,50 to 54,718,Self-harm,1,Number,1991,18.49702962,21.30445983,16.13469543
1,Deaths,525,Arizona,3,Both,13,40 to 44,718,Self-harm,1,Number,1990,56.66870828,63.54686633,50.27807874
1,Deaths,525,Arizona,3,Both,14,45 to 49,718,Self-harm,1,Number,1990,45.78707059,51.37520426,40.76060516
1,Deaths,525,Arizona,3,Both,15,50 to 54,718,Self-harm,1,Number,1990,34.61483679,39.15816023,30.64008616
1,Deaths,525,Arizona,3,Both,39,0 to 14,718,Self-harm,1,Number,1990,5.85275543,7.202227278,4.662284063
1,Deaths,525,Arizona,3,Both,197,15 to 39,718,Self-harm,1,Number,1990,331.7245434,347.7761595,315.1925098
1,Deaths,525,Arizona,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1990,200.7370672,212.5685307,188.4340794
1,Deaths,573,Wyoming,3,Both,13,40 to 44,718,Self-harm,1,Number,1990,6.81532233,8.010160506,5.765806536
1,Deaths,573,Wyoming,3,Both,14,45 to 49,718,Self-harm,1,Number,1990,5.849670786,7.001636639,4.908316772
1,Deaths,573,Wyoming,3,Both,15,50 to 54,718,Self-harm,1,Number,1990,4.625751427,5.540694061,3.826200562
1,Deaths,573,Wyoming,3,Both,39,0 to 14,718,Self-harm,1,Number,1990,0.992512294,1.261398305,0.756727763
1,Deaths,573,Wyoming,3,Both,197,15 to 39,718,Self-harm,1,Number,1990,41.85076901,45.2406843,38.86313095
1,Deaths,573,Wyoming,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1990,22.48767039,24.59143657,20.57166257
1,Deaths,542,Maine,3,Both,13,40 to 44,718,Self-harm,1,Number,1990,14.3897096,16.66576722,12.37430664
1,Deaths,542,Maine,3,Both,14,45 to 49,718,Self-harm,1,Number,1990,10.65920376,12.54225224,8.946477068
1,Deaths,542,Maine,3,Both,15,50 to 54,718,Self-harm,1,Number,1990,9.466140399,11.05380878,8.047205294
1,Deaths,542,Maine,3,Both,39,0 to 14,718,Self-harm,1,Number,1990,1.464213706,1.861562258,1.112160321
1,Deaths,542,Maine,3,Both,197,15 to 39,718,Self-harm,1,Number,1990,79.76151083,85.12514717,74.86119046
1,Deaths,542,Maine,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1990,52.96634845,57.30416357,49.14853336
1,Deaths,572,Wisconsin,3,Both,13,40 to 44,718,Self-harm,1,Number,1990,53.56673538,59.8280194,47.47913275
1,Deaths,572,Wisconsin,3,Both,14,45 to 49,718,Self-harm,1,Number,1990,40.83655703,46.4460507,36.05070825
